
Temperature,Hardness,Milk Yield,Milk Color,Pain,Mastitis
38.8,1,0,1,2,0
40.44,3,1,4,5,1
38.62,0,0,0,2,0
40.44,5,1,5,4,1
38.61,2,0,1,1,0
38.71,0,0,1,0,0
38.82,1,0,2,0,0
40.36,5,1,0,0,1
40.17,0,1,1,5,1
38.42,0,1,0,5,0
38.33,0,0,2,5,1
37.83,1,0,3,5,1
39.44,0,0,4,1,1
39.41,3,0,4,4,0
38.39,3,0,2,3,0
38.7,4,1,3,4,1
39.65,1,0,3,3,0
37.7,4,1,4,4,1
38.75,0,0,0,4,1
39.52,3,1,5,1,0
40.1,3,0,2,2,1
40.23,3,1,1,1,1
38.14,4,1,2,3,1
40.36,3,0,3,0,0
38.97,1,0,2,2,1
37.79,2,0,3,3,0
39.79,0,0,4,5,1
37.74,0,0,5,1,0
38.42,3,0,1,3,0
39.64,0,0,4,5,0
38.31,5,1,0,1,0
39.86,3,1,1,1,1
39.77,3,0,5,2,1
39.44,2,1,5,3,1
40.0,4,0,2,0,1
40.18,1,0,5,2,1
38.39,1,1,3,1,1
38.75,3,1,4,2,1
38.8,3,1,4,4,0
39.05,0,1,2,0,0
38.62,5,1,5,2,1
38.16,0,1,2,3,1
40.12,2,0,1,5,0
40.21,0,1,3,2,0
39.44,2,0,2,3,0
38.19,0,1,5,0,1
39.33,4,1,1,4,0
40.32,0,1,3,4,1
39.44,5,0,0,5,1
39.03,1,0,5,3,1
39.63,1,1,3,5,0
39.89,4,1,3,2,1
38.75,0,1,1,0,0
39.69,3,1,3,3,0
38.92,3,0,1,1,0
38.75,4,0,0,4,1
39.8,2,0,5,0,1
38.37,1,0,4,3,1
40.16,2,0,3,0,0
37.83,5,0,0,3,0
38.66,4,1,3,4,1
40.28,4,0,0,0,1
40.31,1,1,3,0,0
39.26,4,1,0,0,1
38.81,5,1,3,1,1
40.49,1,0,1,4,1
38.4,3,1,0,4,0
38.41,5,1,1,3,1
37.64,3,1,3,5,1
38.92,3,0,1,4,0
39.02,0,0,4,0,0
40.05,5,0,0,4,1
39.67,5,1,4,3,0
38.63,4,0,4,0,1
38.08,5,1,4,1,1
37.63,4,1,4,0,0
38.85,2,0,2,3,1
40.08,4,1,1,5,1
40.13,5,0,3,4,1
37.86,4,0,4,4,1
38.07,1,0,1,2,1
38.24,4,1,1,4,0
40.12,4,0,4,2,0
38.9,2,0,4,5,1
38.23,1,0,2,1,0
39.4,2,0,4,4,1
40.45,4,0,0,0,0
38.76,1,0,1,2,1
40.27,0,1,1,5,0
39.81,3,0,2,3,1
40.31,2,1,1,3,1
39.98,1,1,0,0,1
40.19,0,0,2,4,1
40.14,1,0,1,0,1
39.92,1,0,0,2,1
40.38,0,1,2,2,0
40.41,0,0,2,0,1
40.47,2,0,2,1,1
39.67,0,1,4,4,0
40.24,1,0,2,0,1
37.64,1,0,1,0,0
40.41,4,0,4,5,0
38.25,5,1,5,3,1
39.71,3,1,2,2,0
37.91,0,0,4,2,1
39.79,4,1,2,3,0
38.82,1,0,1,2,1
39.64,5,0,2,3,0
39.78,1,1,5,5,1
37.62,0,1,2,1,1
39.76,0,0,4,1,1
40.34,1,1,0,5,0
39.6,4,1,5,3,0
38.69,0,0,4,4,0
39.98,5,1,4,0,1
37.99,5,0,5,1,1
37.9,1,0,4,0,1
38.89,4,0,2,4,0
38.15,4,1,1,1,1
39.02,1,1,4,1,1
38.12,3,1,3,1,1
39.32,3,1,2,3,0
38.73,5,1,4,1,1
39.18,5,0,1,3,1
39.63,5,0,2,3,0
39.11,1,1,2,3,0
39.2,5,1,3,3,0
37.84,4,1,2,1,0
39.72,5,0,1,5,1
38.34,4,1,4,0,0
38.07,0,1,1,2,1
37.53,4,0,3,5,0
38.6,0,0,3,0,0
38.14,5,0,5,5,1
39.9,3,0,4,5,1
37.68,3,0,1,1,1
38.51,5,0,1,2,1
38.06,5,1,3,4,1
39.53,3,1,4,4,1
38.22,3,0,1,4,0
38.74,4,1,2,4,1
40.41,5,1,2,4,1
38.92,1,1,5,5,1
37.63,4,0,3,1,0
39.56,1,1,4,3,1
37.5,2,1,4,1,1
40.09,2,0,3,1,1
40.5,3,1,0,3,1
40.05,2,1,4,1,0
40.44,3,0,4,1,1
38.5,1,1,5,0,0
40.47,2,1,3,5,1
39.77,5,1,5,0,1
37.61,3,1,0,5,1
40.27,4,1,4,3,1
40.05,3,1,1,3,1
39.39,2,1,2,0,1
40.22,0,0,1,3,1
38.29,4,1,3,5,0
39.45,3,1,5,1,0
38.52,3,0,4,4,1
38.81,2,0,4,4,1
38.78,0,1,2,3,0
38.64,2,0,2,0,1
37.56,5,1,0,2,1
37.52,2,0,2,2,0
39.0,0,1,3,4,0
39.88,1,0,1,5,1
38.68,3,1,2,5,1
39.97,1,1,1,1,1
39.93,1,1,3,5,1
39.13,4,1,1,0,0
37.54,0,0,4,3,0
40.39,3,0,4,5,1
38.67,5,0,3,0,1
39.65,0,1,5,3,1
40.08,3,0,1,3,1
37.59,0,0,4,3,1
40.39,0,0,5,2,0
38.3,5,0,4,4,0
37.51,1,1,2,3,0
37.95,4,1,2,3,1
38.02,5,1,2,0,1
38.01,3,1,2,4,1
40.48,4,0,5,2,0
39.56,0,1,2,4,1
40.44,2,0,3,4,0
38.2,1,0,2,2,1
38.33,2,0,3,5,0
37.65,2,1,3,4,0
38.35,4,1,0,3,1
39.7,4,1,3,2,1
38.04,2,1,1,3,1
39.26,2,0,5,3,0
40.04,2,0,1,5,1
39.27,2,0,2,4,0
37.83,3,0,5,1,1
39.29,5,0,4,3,0
39.06,2,0,0,0,1
38.72,0,1,3,4,0
40.01,2,1,0,5,0
39.82,4,1,0,4,0
39.34,5,0,3,3,1
37.58,0,1,2,0,0
39.98,5,1,4,4,0
38.15,0,0,0,5,1
39.78,1,0,4,1,1
38.72,4,1,1,3,1
39.57,2,1,5,0,0
37.98,4,1,4,2,0
39.74,4,1,3,3,1
40.42,4,1,2,1,1
38.14,1,0,3,0,1
39.47,3,1,4,1,0
37.61,4,0,5,2,0
39.48,0,0,0,4,1
38.12,3,1,0,4,1
38.4,5,0,5,2,1
40.02,0,0,5,2,1
38.77,0,1,2,1,1
38.57,3,0,4,0,1
37.89,2,0,2,0,0
38.88,1,1,1,4,0
38.01,1,1,3,3,0
39.88,0,0,2,5,1
40.21,1,1,5,3,0
39.88,0,0,3,2,1
38.83,2,0,5,3,1
39.4,4,1,3,3,1
37.88,3,1,3,3,1
38.55,5,1,3,4,1
38.72,5,0,3,1,0
38.65,1,0,2,2,1
40.29,1,1,4,2,1
39.85,4,1,4,5,0
40.36,5,1,2,2,0
38.95,3,1,4,0,1
39.67,3,1,3,5,1
40.09,5,1,1,3,1
39.54,1,0,3,1,1
38.92,2,1,2,5,1
39.62,5,1,5,3,1
38.49,2,0,3,1,1
40.32,2,1,3,1,1
37.63,5,1,5,0,0
39.01,0,0,4,5,1
40.26,0,1,5,5,0
40.17,3,1,1,2,0
38.48,0,1,0,2,1
38.51,0,0,4,0,1
39.14,2,1,0,3,1
39.25,1,1,0,0,1
40.15,0,0,3,4,1
40.09,1,0,5,0,0
38.01,4,1,1,3,0
39.14,3,1,0,4,1
39.56,3,0,2,1,1
40.25,5,0,4,0,1
38.45,5,1,0,4,1
37.54,5,1,2,3,1
38.68,1,1,1,4,1
39.19,3,0,5,5,0
40.45,4,0,1,1,1
39.73,3,0,1,2,0
38.47,2,0,2,0,1
40.04,2,1,3,1,1
38.66,2,1,0,3,1
39.85,1,0,3,0,0
39.13,0,0,3,0,1
37.98,1,1,5,1,1
39.19,1,0,2,5,1
39.87,4,1,2,2,0
39.35,0,1,1,0,1
39.09,3,1,3,0,1
38.02,5,0,0,0,1
40.36,0,0,1,2,0
39.09,3,1,4,0,1
39.1,4,1,4,5,1
38.38,1,0,4,2,1
37.92,1,1,4,2,1
38.55,5,0,5,2,1
38.27,0,0,3,5,1
37.81,4,0,5,3,0
39.0,2,0,4,3,1
40.18,2,1,4,4,1
40.07,1,0,2,3,0
38.47,1,1,2,2,1
39.43,5,1,0,0,1
39.12,1,0,2,0,1
39.31,5,1,0,1,0
39.28,4,0,5,0,0
38.61,4,1,1,3,1
39.36,0,0,0,2,1
38.08,2,1,5,4,1
38.38,5,1,0,0,1
39.07,4,0,3,1,1
40.14,1,1,1,2,0
38.94,2,0,2,5,0
39.18,1,1,2,0,1
38.05,2,0,4,2,1
40.22,2,1,4,4,1
39.4,5,1,0,1,1
38.64,1,0,3,1,0
